date,open,high,low,close,volume,turnover,symbol,name,fetched_at,analysis_date
20260309,16100,16690,16000,16620,218092,3553554530,000080,하이트진로,2026-03-10T02:09:08,20260309
20260309,95000,96500,93700,96400,292902,27850696050,000100,유한양행,2026-03-10T02:09:08,20260309
20260309,111300,111300,105000,108900,143701,15354293050,000120,CJ대한통운,2026-03-10T02:09:08,20260309
20260309,966000,993000,930000,980000,75409,72163528000,000150,두산,2026-03-10T02:09:08,20260309
20260309,41200,42100,40050,41000,106987,4368520500,000210,DL,2026-03-10T02:09:08,20260309
20260309,24200,25100,23650,24900,101862,2488400150,000240,한국앤컴퍼니,2026-03-10T02:09:08,20260309
20260309,703000,784000,703000,767000,305404,228953703500,000250,삼천당제약,2026-03-10T02:09:08,20260309
20260309,152100,155000,150100,153400,1846031,281529388800,000270,기아,2026-03-10T02:09:08,20260309
20260309,851000,864000,808000,836000,7253621,6026259948840,000660,SK하이닉스,2026-03-10T02:09:08,20260309
20260309,53100,54500,50100,51100,44517,2278915800,000670,영풍,2026-03-10T02:09:08,20260309
20260309,147400,147700,139800,146400,1584152,227400984600,000720,현대건설,2026-03-10T02:09:08,20260309
20260309,460000,478000,452500,474500,126683,59009179750,000810,삼성화재,2026-03-10T02:09:08,20260309
20260309,128100,128400,117600,123500,287609,35040723500,000880,한화,2026-03-10T02:09:08,20260309
20260309,173600,177200,169500,171600,217303,37179097650,001040,CJ,2026-03-10T02:09:08,20260309
20260309,57300,59000,55600,58500,374642,21364292700,001430,세아베스틸지주,2026-03-10T02:09:08,20260309
20260309,28050,28950,27150,28750,3450191,97430257650,001440,대한전선,2026-03-10T02:09:08,20260309
20260309,29650,30000,29100,29850,420179,12404055875,001450,현대해상,2026-03-10T02:09:08,20260309
20260309,9900,9900,9900,9900,0,0,001570,금양,2026-03-10T02:09:08,20260309
20260309,20050,20150,19950,20100,164846,3299157495,001680,대상,2026-03-10T02:09:08,20260309
20260309,22150,23850,21800,23300,229798,5356709275,001800,오리온홀딩스,2026-03-10T02:09:08,20260309
20260309,498000,505000,481500,493500,29473,14438579000,002380,KCC,2026-03-10T02:09:08,20260309
