date,open,high,low,close,volume,turnover
20251010,298000,303000,297000,302000,143295,43111481250
20251013,300000,303500,296000,303500,108795,32754578000
20251014,299000,299000,286500,290500,143708,41810920000
20251015,290500,293500,289000,292500,100373,29278781000
20251016,292500,295000,287000,290000,107582,31170124000
20251017,287500,289500,284500,285000,81042,23167089250
20251020,282500,289500,278500,288000,102033,29202706000
20251021,288500,291000,285000,287000,78344,22491816000
20251022,286000,290000,284500,290000,61241,17643538500
20251023,288000,290000,283000,285000,88809,25414596250
20251024,286500,287000,281000,287000,118163,33612878750
20251027,283000,285000,280000,285000,123538,35036542250
20251028,284000,286500,282000,283000,96876,27479208750
20251029,285500,286000,276500,279000,122851,34335280750
20251030,276500,279500,271000,271000,127268,34884901250
20251031,274500,280000,272500,276000,91912,25419623000
20251103,279500,287500,276500,279500,106728,29916356750
20251104,278000,281000,275500,279000,102105,28446076000
20251105,282000,282500,261500,263000,224315,59853816250
20251106,266000,268500,260000,263500,136235,36026543000
20251107,261500,263500,257000,258000,68480,17764014750
20251110,261500,270500,260500,266000,107334,28476937000
20251111,263500,265500,261500,264000,76370,20105343250
20251112,264500,273500,261500,272000,97797,26464450250
20251113,271500,277500,268500,275000,109417,30064561069
20251114,273000,274500,269500,270000,81171,22066730810
20251117,273500,273500,265000,267000,81583,21818765250
20251118,265000,265500,252500,254000,124685,31942211250
20251119,257000,258500,252750,257500,71686,18375966000
20251120,258000,260500,253000,253000,65582,16771626500
20251121,250000,254000,245500,253000,92714,23174855901
20251124,254000,257500,252000,255000,172343,43885831020
20251125,255500,257000,253000,255000,65335,16657772000
20251126,257000,263000,254500,260000,87755,22751700000
20251127,259500,260500,255500,256000,53090,13630935750
20251128,257000,258500,254500,257500,52366,13425469250
20251201,259500,260000,250500,252000,61514,15623914000
20251202,254000,255000,251000,253000,45613,11544234500
20251203,252000,255000,250500,252000,44587,11263616750
20251204,251000,251500,241500,243500,146917,35863149750
20251205,242500,248000,241000,247500,94864,23326568250
20251208,245500,248000,242000,247500,73220,18002826500
20251209,246000,247500,242500,245500,83197,20381941500
20251210,244500,249000,243000,247500,92458,22785596326
20251211,249500,249500,241500,241500,112519,27318466250
20251212,242500,249000,242500,249000,92229,22729852750
20251215,246500,248000,241500,242000,77971,18970867750
20251216,242500,247000,241500,244000,80953,19760369750
20251217,247000,249000,243000,247500,70553,17360426000
20251218,244500,245000,240000,242500,68143,16540964250
20251219,244500,250000,244000,247000,77217,19088556750
20251222,249000,250000,246000,247000,55852,13821337750
20251223,248500,257500,247500,250000,95871,24149554750
20251224,252000,253000,247500,248000,46515,11595272750
20251226,248000,251000,242000,242500,54665,13405696500
20251229,241000,244000,240000,242500,49002,11860387000
20251230,241500,248000,241000,246000,56464,13890252500
20260102,250000,251500,245500,248000,74730,18588274000
20260105,250500,251000,243000,246000,73319,18025973500
20260106,248500,250000,245000,248000,82468,20436851750
20260107,245000,245000,231500,232000,196346,46055621500
20260108,230000,232000,227500,229500,116842,26811294250
20260109,231000,232000,228000,230000,94534,21713237006
20260112,229000,236500,228500,236000,112840,26307581750
20260113,238000,241000,231500,235000,134295,31495770500
20260114,237000,239500,233000,235000,87403,20591702750
20260115,235000,236500,230000,233500,105647,24563370500
20260116,235000,237000,232500,234000,80102,18761783250
20260119,233000,240500,232000,238000,81418,19292866250
20260120,236000,242500,235500,239000,108999,26153789750
20260121,235000,236500,228000,231500,96662,22334906750
20260122,228000,239000,227500,236500,95664,22598867500
20260123,236500,239500,235000,238500,79135,18786790500
20260126,240000,263000,240000,255500,335822,86099998500
20260127,260000,278500,256500,265500,348313,93601988750
20260128,268000,269000,259000,263000,163212,43056567750
20260129,260500,268500,256500,260500,131763,34308954250
20260130,260500,266000,254000,254000,150786,39071742000
20260202,252000,253000,245500,249000,119554,29774096250
20260203,252500,252500,242500,245500,145188,35634131500
20260204,246000,248500,242500,244000,155564,38061375750
20260205,243000,245000,237500,238500,154269,36951980542
20260206,234500,240000,230000,238000,123856,29121296750
20260209,243000,246000,225000,236500,185117,43869796000
20260210,245000,250500,239000,246500,208129,50883264000
20260211,252000,261000,249000,259000,203863,52065427000
20260212,258500,262500,257000,258000,131592,34070868000
20260213,256500,268500,256000,257000,131942,34221532000
20260219,258000,265000,256000,262000,127748,33501219000
20260220,260500,265500,258500,260500,102902,26854052000
20260223,260500,264000,258750,259500,100031,26035741500
20260224,259500,268500,258500,265000,157071,41561644500
20260225,268000,268500,261000,266000,126736,33711104250
20260226,263500,266000,253500,254000,197341,50727494500
20260227,255000,255000,245000,248500,278213,69481568250
20260303,246000,246500,235500,236000,153021,36820665500
20260304,232000,232500,208500,211000,214442,46699331000
20260305,220500,225500,216000,220000,173112,38090657000
20260306,215000,228000,214500,226000,163189,36625290000
20260309,210000,219500,209000,218500,190493,40969198500
