date,open,high,low,close,volume,turnover
20251010,74100,75600,73600,75100,219284,16370570550
20251013,74000,77000,73700,77000,378349,28853287700
20251014,77000,77000,73600,73900,414591,31141710350
20251015,74900,75100,72500,73100,432114,31629701250
20251016,73600,73600,72600,72700,303822,22174240050
20251017,72900,73200,71600,71700,308157,22221379750
20251020,72000,73200,71700,72700,216082,15701521800
20251021,72900,75900,72600,75300,639153,47708561750
20251022,75000,75500,73600,75100,188997,14061510000
20251023,75000,79300,74600,77000,913710,70758637100
20251024,76900,76900,75500,76100,336549,25600267000
20251027,76500,79500,76000,79200,736053,57672686200
20251028,78700,80100,78100,79800,403980,32049480000
20251029,79400,79500,78200,79000,347663,27357163950
20251030,80500,81700,79200,81200,803062,64915518500
20251031,81600,82300,80300,80900,503946,40848890900
20251103,88200,88500,84200,85000,1680142,144049506100
20251104,83300,83800,81400,81700,668932,55051655350
20251105,79000,80100,76500,78200,639836,49872634500
20251106,79000,79300,74200,74200,637772,48328013000
20251107,73600,74500,70800,72000,478174,34687420750
20251110,73200,73300,71600,72600,331161,23935321800
20251111,72700,73300,70800,71300,570410,40717491900
20251112,72600,73300,71400,71900,416639,30001834350
20251113,70000,71400,69200,71200,719222,50607705900
20251114,70500,71600,69400,69500,446996,31326468750
20251117,70700,70700,69600,69700,271683,18981108400
20251118,70100,71100,68500,68700,367971,25584297150
20251119,69000,69200,66100,66600,479439,32162040650
20251120,67200,68050,66800,67800,192596,13020327550
20251121,66200,66900,65800,66300,196538,13008220100
20251124,66600,66700,64900,65200,232440,15202215100
20251125,65300,65500,62700,63000,341023,21710497800
20251126,63100,64400,62800,64400,199796,12742881250
20251127,64700,65600,64300,65200,180292,11730825400
20251128,66100,68300,66100,68000,359993,24301762800
20251201,69100,69100,67300,68300,243738,16605851500
20251202,69000,69700,68300,68600,227215,15661724300
20251203,69400,69400,68300,68600,149492,10252649750
20251204,68600,68800,67000,67700,181961,12283445400
20251205,67500,68400,67100,68400,136911,9306561450
20251208,68300,68300,67200,67600,150068,10128661250
20251209,67800,68800,67600,67800,118181,8030996600
20251210,67600,68900,67200,67900,221834,15082795500
20251211,68000,68200,67000,67600,241678,16295915350
20251212,67300,68400,67300,68200,205608,13980494756
20251215,67300,69800,66900,68500,436553,29882286950
20251216,68400,68900,67600,68000,301894,20588874300
20251217,68400,71000,68100,70800,568386,39668831350
20251218,70600,70950,69600,69800,279813,19642734850
20251219,70600,71300,69800,70200,363862,25693519450
20251222,70600,70700,69500,70000,200396,14044138500
20251223,70700,73200,70300,72200,683726,49065380900
20251224,72100,72600,70900,72200,257008,18489551800
20251226,72100,72100,70600,71100,255294,18143309750
20251229,70800,71500,70300,71100,179276,12738753050
20251230,71400,73300,71000,72600,442113,32087223900
20260102,75200,77500,74000,77500,1335245,101571416100
20260105,79700,79800,72000,72700,1670372,123445284150
20260106,73000,73000,70900,71500,641141,45873140250
20260107,71000,73000,68400,70000,1189098,83251884100
20260108,69900,71600,69100,71500,435388,30695747800
20260109,70500,71100,69300,69400,454628,31727887950
20260112,69700,70200,68900,69800,305081,21220378150
20260113,69500,69800,68600,69100,383173,26438896550
20260114,69600,70000,68700,69100,218191,15070526300
20260115,69200,69900,69100,69200,240372,16681007400
20260116,69700,69800,68600,68700,298519,20632834500
20260119,68700,70000,68400,69700,341233,23710873300
20260120,69600,69900,68900,69500,315662,21939516500
20260121,68100,68600,66800,67400,434354,29223373100
20260122,67700,68400,66900,68000,448637,30352362700
20260123,68200,69700,68200,69300,496085,34306198050
20260126,70000,72000,69700,71900,892178,63553135400
20260127,72100,73200,71200,71500,538448,38686602100
20260128,72000,73300,71600,73100,661254,48011716250
20260129,73300,74800,71900,73400,649651,47527716300
20260130,74400,76700,73500,73800,1119905,84265115800
20260202,72000,72500,69500,69900,553587,39183602950
20260203,71300,71900,70200,71800,401401,28488411400
20260204,71000,71700,70500,70600,363511,25766805400
20260205,69800,71900,69800,69900,345018,24394967600
20260206,69000,69400,66900,68300,373098,25322256550
20260209,69500,71700,69300,71400,354531,25131484900
20260210,71100,71700,70850,71200,182804,13042996200
20260211,71400,72900,71100,72200,324358,23393372700
20260212,71600,71900,70700,71400,304630,21663337350
20260213,70300,72000,70300,70700,268607,19055901350
20260219,71000,71800,70300,71500,342548,24398947200
20260220,71500,71800,70600,70800,211817,15030570750
20260223,71200,71400,70700,70800,249070,17685764900
20260224,70700,71100,69900,70200,223447,15685425150
20260225,70400,70600,69500,69800,229382,16021482700
20260226,70000,70300,69300,69400,294965,20531237350
20260227,69400,70300,69100,69800,316008,22072523950
20260303,68700,68700,65100,65100,492597,32961887300
20260304,62700,65000,57900,58100,548014,33171524100
20260305,61100,63600,60200,61600,429279,26634754550
20260306,60800,65200,60800,65200,275250,17605785450
20260309,62300,62900,60100,62500,215686,13279869050
