date,open,high,low,close,volume,turnover
20251010,252000,258500,248000,257000,563105,142301336456
20251013,252500,263500,250500,259000,275420,71348338750
20251014,256500,257500,246000,247000,511417,128535555500
20251015,248500,251500,245000,248000,251688,62347147500
20251016,251500,258000,241000,242500,488318,121349698250
20251017,242500,245000,234500,239500,333799,80150630000
20251020,239500,239500,228000,234500,571293,133659559500
20251021,234500,236000,229500,231500,445815,103437728000
20251022,235500,241500,233000,236500,375465,88692041000
20251023,241000,245000,235500,242500,472563,114141015500
20251024,247500,253000,237500,238500,521308,127396539250
20251027,236000,247000,232500,242500,337465,81327329750
20251028,246000,258000,241500,246500,566514,140222035500
20251029,246000,246500,237000,239000,391823,93867684750
20251030,241500,256500,239000,253500,645518,161683610250
20251031,258500,262500,251000,255000,433195,111308877500
20251103,260000,274500,256000,272500,504439,134040360500
20251104,270500,279500,267000,276000,500326,136729621750
20251105,273500,275500,254500,261500,571733,149494697500
20251106,270000,271500,231500,234000,2241648,545233414500
20251107,237500,247000,231000,234000,1031039,247534139000
20251110,237500,239500,217000,220500,919703,204798414000
20251111,219000,221000,206500,212500,1269534,268146248000
20251112,213000,214000,204000,211000,580602,120922972250
20251113,211500,217000,209500,213500,473309,101269718000
20251114,209500,223500,208500,219500,703586,154824312500
20251117,222000,225500,217000,218500,359136,79086867000
20251118,217000,222500,212000,215000,289277,62618018500
20251119,216000,225500,213000,224500,503086,111755201500
20251120,222500,249000,221000,237000,788441,188211816500
20251121,242000,242000,232500,238000,430563,102181581250
20251124,246000,252500,235000,247500,3242276,801283188500
20251125,248000,255000,243500,250500,474423,118360708000
20251126,253000,254000,241500,250000,421780,104191394000
20251127,248000,266000,247500,266000,560962,146039311500
20251128,264000,267500,252500,255500,384689,99557947750
20251201,258000,258500,246000,252500,357740,89453221500
20251202,250500,255500,245000,247500,363437,90272037000
20251203,248500,251000,238500,245000,400200,97186705000
20251204,247500,254500,245000,247500,242988,60343105750
20251205,248500,254500,242500,254500,408476,101879622500
20251208,258500,275500,258500,269500,702087,188531240250
20251209,268000,268000,257500,260000,285095,74315423250
20251210,265000,267500,251000,252000,315719,81288329000
20251211,255000,261500,252000,253500,276034,70475077250
20251212,256500,260000,247000,247500,251507,63201326000
20251215,245500,255500,243000,251000,247713,62484426750
20251216,252500,271500,250000,264000,745658,198406456250
20251217,267500,267500,253000,256500,365063,94172251250
20251218,256000,256000,243500,243500,296183,73330519500
20251219,247000,247500,241000,243000,293083,71294931500
20251222,246500,247500,240500,244000,242519,59001835250
20251223,244000,244500,235000,236000,375197,89124333500
20251224,237000,237000,229500,233000,284322,66092038750
20251226,232500,232500,226000,230000,280736,64241241000
20251229,232000,238000,227000,234500,257952,59737311500
20251230,236000,236500,229000,231000,184076,42529317500
20260102,233500,237000,227000,233000,245044,56762526750
20260105,234500,237500,230500,235000,240059,56295870750
20260106,237000,240500,215000,216500,758254,170694210750
20260107,217500,221000,210000,219500,976867,210929013000
20260108,219500,224000,214000,217000,582816,127520896250
20260109,219500,231500,215500,228500,628551,142512698000
20260112,227000,227000,220500,223000,395048,87866810500
20260113,223500,223500,215500,223500,401571,88689379500
20260114,227500,230500,225000,230000,368984,84095524250
20260115,230500,239500,229500,237500,545023,128853710265
20260116,239000,247000,235500,240500,448478,108605282750
20260119,241000,242000,233000,237000,329247,77841260750
20260120,235000,248500,235000,247000,523695,128331823250
20260121,240000,257750,240000,256500,684292,171422084500
20260122,254500,293500,253000,286000,1351777,377322210000
20260123,282000,293500,270000,276500,607531,168510165500
20260126,276000,280000,268500,278000,421196,115387623250
20260127,275500,281000,272500,276000,435661,120606268250
20260128,276500,280500,265500,271000,468014,127127075500
20260129,269500,279500,266500,276500,456377,125453236500
20260130,277500,282000,270000,270000,372048,101999550250
20260202,273500,284000,270500,274000,706595,195979965500
20260203,279500,279500,255000,272000,809545,215805938250
20260204,274500,306500,260500,264000,2347362,650915180250
20260205,271500,298000,270000,278000,1873862,533722195000
20260206,274000,279000,250500,256500,711817,186058718750
20260209,263500,271500,260000,266000,372674,99581411000
20260210,265500,286000,263500,275500,921850,256687780750
20260211,281000,292500,277000,282000,719376,205245447500
20260212,282500,284000,274000,282000,377441,105780827500
20260213,279000,280500,270000,272000,426844,116990659250
20260219,275500,288000,273500,285500,433863,123208295696
20260220,283000,294000,280500,288500,409317,118058859000
20260223,293500,299500,287500,297500,576669,170022670500
20260224,295000,302500,292500,295000,341979,100819874250
20260225,298000,306000,294500,302000,485607,145989116000
20260226,302500,332000,300000,317000,796820,254189085500
20260227,317000,322000,306000,312500,411342,129337483250
20260303,306500,313500,284500,285500,434721,130319414500
20260304,273500,294000,263000,267000,463608,129193215000
20260305,290500,294500,281000,283000,358185,103597267250
20260306,290000,308000,285500,306000,385098,116823647750
20260309,291000,308500,284000,296500,279116,81782122750
20260310,308000,313000,299500,301500,231145,70126761750
20260311,310000,331500,308000,319000,453117,146660304750
20260312,318500,324500,314000,322500,180966,57796005500
20260313,316500,347000,314000,342500,416807,141015707250
