date,symbol,name,close,volume,turnover,pct_change,vol_ratio_20,knee_score,knee_grade,knee_reasons,knee_confirmed,shoulder_score,shoulder_grade,shoulder_reasons,shoulder_confirmed,analysis_date,run_at
20260309,010140,삼성중공업,28550,9475420,267048988825,3.44,1.94,65,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,15,Neutral,거래량 이상,0,20260309,2026-03-10T02:09:08
20260309,078340,컴투스,35100,102929,3481591950,4.78,1.73,65,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,15,Neutral,거래량 이상,0,20260309,2026-03-10T02:09:08
20260309,251270,넷마블,55200,617152,33563470500,2.22,1.57,65,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,15,Neutral,거래량 이상,0,20260309,2026-03-10T02:09:08
20260309,000080,하이트진로,16620,218092,3553554530,1.16,0.91,65,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260309,2026-03-10T02:09:08
20260309,030000,제일기획,20250,495684,9987263905,0.25,1.06,50,Neutral,최근 20일 저점권 | 종가 반등 | RSI 반등,0,15,Neutral,MACD 둔화,0,20260309,2026-03-10T02:09:08
20260309,329180,HD현대중공업,576000,362474,204006546000,3.97,1.3,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,0,Neutral,,0,20260309,2026-03-10T02:09:08
20260309,017960,한국카본,44750,2285104,101291311600,7.06,2.75,45,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260309,2026-03-10T02:09:08
20260309,047050,포스코인터내셔널,76600,5457804,436262124850,4.5,4.51,45,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260309,2026-03-10T02:09:08
20260309,263750,펄어비스,66100,2019298,127661481450,12.41,3.1,45,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260309,2026-03-10T02:09:08
20260309,004000,롯데정밀화학,48000,487588,24255230450,5.61,4.37,45,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,15,Neutral,거래량 이상,0,20260309,2026-03-10T02:09:08
20260309,051900,LG생활건강,249000,104696,25392661250,0.4,0.73,45,Neutral,종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260309,2026-03-10T02:09:08
20260309,006650,대한유화,121500,155757,18143975950,-1.86,1.94,35,Neutral,최근 20일 저점권 | 거래량 증가,0,45,Neutral,종가 약세 | MACD 둔화 | 거래량 이상,0,20260309,2026-03-10T02:09:08
20260309,137310,에스디바이오센서,7320,293846,2118894835,-3.56,1.56,35,Neutral,최근 20일 저점권 | 거래량 증가,0,45,Neutral,종가 약세 | MACD 둔화 | 거래량 이상,0,20260309,2026-03-10T02:09:08
20260309,001430,세아베스틸지주,58500,374642,21364292700,-5.49,1.01,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260309,2026-03-10T02:09:08
20260309,069260,TKG휴켐스,17350,140444,2441096815,-0.4,0.9,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260309,2026-03-10T02:09:08
20260309,081660,미스토홀딩스,48200,106303,5073779425,-0.62,0.6,35,Neutral,최근 20일 저점권 | MACD 개선,0,15,Neutral,종가 약세,0,20260309,2026-03-10T02:09:08
20260309,079550,LIG넥스원,796000,884005,728067464000,-4.56,1.7,30,Neutral,MACD 개선 | 거래량 증가,0,45,Neutral,종가 약세 | RSI 약화 | 거래량 이상,0,20260309,2026-03-10T02:09:08
