date,symbol,name,close,volume,turnover,pct_change,vol_ratio_20,knee_score,knee_grade,knee_reasons,knee_confirmed,shoulder_score,shoulder_grade,shoulder_reasons,shoulder_confirmed,analysis_date,run_at
20260311,004000,롯데정밀화학,51800,231893,11969812375,7.58,2.01,65,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260311,2026-03-11T10:02:17
20260311,010140,삼성중공업,28800,8783284,256386620400,3.41,1.69,65,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260311,2026-03-11T10:02:17
20260311,084850,아이티엠반도체,10740,189992,2017750170,9.26,2.71,65,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260311,2026-03-11T10:02:17
20260311,120110,코오롱인더,71900,714591,50723625950,16.34,1.8,65,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,35,Neutral,최근 20일 고점권 | 거래량 이상,0,20260311,2026-03-11T10:02:17
20260311,042660,한화오션,133600,4435288,606923337300,7.4,1.97,65,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,15,Neutral,거래량 이상,0,20260311,2026-03-11T10:02:17
20260311,001680,대상,20700,121883,2549834025,1.22,0.75,65,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260311,2026-03-11T10:02:17
20260311,021240,코웨이,74100,227134,16885849100,2.49,0.27,65,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260311,2026-03-11T10:02:17
20260311,036460,한국가스공사,36150,494769,18036873325,0.14,0.74,65,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260311,2026-03-11T10:02:17
20260311,114090,GKL,11910,168220,2029969620,0.59,0.47,65,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260311,2026-03-11T10:02:17
20260311,003380,하림지주,15880,2735164,44036626275,3.79,0.75,50,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,0,Neutral,,0,20260311,2026-03-11T10:02:17
